CODIGO;PRODUCTO;DISPONIBLE PARA;CATEGORIAS;UNIDAD MEDIDA;PORCENTAJE IVA;COD BARRA;COSTO;COSTO TOTAL;PROVEEDOR;STOCKEABLE;ACEPTA STOCK NEGATIVO;TIPO DE PRODUCTO;DESCRIPCION;ULTIMA ACT. COSTO;MONEDA
1109040111102;AURICULARES MANOS LIBRES MODO-111 VIPER TWS - ONLY - NEGRO;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;1109040111102;8000,00;8000,00;ONLY DISTRIBUIDORA;S;S;SIMPLE;;10/9/2025;PESOS
5000252100980;PILAS AUDIFONO 312 RAYOVAC;TODOS;PILAS > AUDIFONOS;UNIDAD;iva21;5000252100980;3550,32;3550,32;PINTOS SCHMIDT, ALDANA MARCELA;S;S;SIMPLE;;28/5/2025;PESOS
4898338012354;PILA LITIO CR123A VINNIC - BLISTER X UNIDAD;TODOS;PILAS > LITIO;UNIDAD;iva21;4898338012354;2267,11;2267,11;PINTOS SCHMIDT, ALDANA MARCELA;S;S;SIMPLE;;28/5/2025;PESOS
4902580131401;PILA MAXELL LR44 BOTON X UNIDAD;TODOS;PILAS > ALCALINAS;UNIDAD;iva21;4902580131401;292,05;292,05;PINTOS SCHMIDT, ALDANA MARCELA;S;S;SIMPLE;;28/5/2025;PESOS
5000252100966;PILAS AUDIFONO RAYOVAC 10 - BLISTER X 8;TODOS;PILAS > AUDIFONOS;UNIDAD;iva21;5000252100966;3550,32;3550,32;PINTOS SCHMIDT, ALDANA MARCELA;S;S;SIMPLE;;28/5/2025;PESOS
96178218;PILAS AUDIFONO RAYOVAC 675 - BLISTER X 8;TODOS;PILAS > AUDIFONOS;UNIDAD;iva21;96178218;3826,98;3826,98;PINTOS SCHMIDT, ALDANA MARCELA;S;S;SIMPLE;;28/5/2025;PESOS
4898338012415;PILA CR2 VINNIC LITHIUM - BLISTER X UNIDAD;TODOS;PILAS > LITIO;UNIDAD;iva21;4898338012415;2036,52;2036,52;PINTOS SCHMIDT, ALDANA MARCELA;S;S;SIMPLE;;28/5/2025;PESOS
4898338008265;PILAS VINNIC LR43 - VENTA X UNIDAD;TODOS;PILAS > ALCALINAS;UNIDAD;iva21;4898338008265;97,21;97,21;PINTOS SCHMIDT, ALDANA MARCELA;S;S;SIMPLE;;28/5/2025;PESOS
1126030101200;PARLANTE 6,5 - MODO-012 CARNIVAL - ONLY;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;1126030101200;12809,92;12809,92;ONLY DISTRIBUIDORA;S;S;SIMPLE;;12/9/2025;PESOS
2139;TPU TRANSPARENTE SMOKE COLOR CELULAR;TODOS;ACCESORIOS > DE CELULARES;UNIDAD;iva21;2139;1860,00;1860,00;ONLY DISTRIBUIDORA;S;S;SIMPLE;;10/4/2025;PESOS
3058;PARLANTE 3 - MODO-022 HEAT - ONLY - GRIS;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;3058;4793,39;4793,39;ONLY DISTRIBUIDORA;S;S;SIMPLE;;11/9/2025;PESOS
4713218461179;DISCO SSD ADATA 480GB BLISTER;TODOS;ALMACENAMIENTO > DISCOS SOLIDOS;UNIDAD;iva105;4713218461179;38645,00;38645,00;GRUPO NUCLEO, ANGEL;S;S;SIMPLE;;7/10/2025;PESOS
6974202726638;PEN DRIVE HIKSEMI 32GB M210S PULLY USB 3.0;TODOS;ALMACENAMIENTO > PENDRIVES;UNIDAD;iva21;6974202726638;5440,00;5440,50;INVID COMPUTERS;S;S;SIMPLE;;7/10/2025;PESOS
6974202725556;DISCO SSD HIKSEMI 240GB WAVE SATA;TODOS;ALMACENAMIENTO > DISCOS SOLIDOS;UNIDAD;iva105;6974202725556;22780,00;22780,00;INVID COMPUTERS;S;S;SIMPLE;;7/10/2025;PESOS
6920620009051;CARTUCHO GTC EPSON T734 AMARILLO;TODOS;INSUMOS DE IMPRESION > CARTUCHOS ALTERNATIVOS EPSON;UNIDAD;iva21;6920620009051;2454,74;2454,74;JCK, JUAN;S;S;SIMPLE;;27/6/2025;PESOS
19337;SMARTWATCH ZEBLAZE BTALK 3 PRO ACELEROMETRO GIROCOPIO FRECUENCIA CARDIACA SATURACION DE OXIGENO EN SANGRE OXIMETRO DE PULSO IP68 260MAH BLUETOOTH 5.2 PANTALLA 1.3 PULGADAS;TODOS;RELOJES SMART > SMARTWATCH;UNIDAD;iva105;19337;32769,19;32769,19;TECNOPRICES;S;S;SIMPLE;;18/6/2025;PESOS
8436032296081;MOUSE SOLARMAX WM302B 2 EN 1 INALAMBRICO Y BLUETOOTH 1600DPI BATERIA INTERNA RECARGABLE INCLUYE CABLE TIPO C NEGRO;TODOS;MOUSE > INALAMBRICO;UNIDAD;iva105;8436032296081;3816,11;3816,11;TECNOPRICES;S;S;SIMPLE;;9/5/2025;PESOS
85854226684;FUNDA TABLET CASE LOGIC RIGIDA QTS-207 BLACK;TODOS;ACCESORIOS > DE TABLETS;UNIDAD;iva21;85854226684;14950,00;14950,00;TODOINSUMOS;S;S;SIMPLE;;21/4/2025;PESOS
7792641880259;CABLE NETMAK 2 RCA A PLUG 3.5MM - NM-C25 1,5 MTS;TODOS;CABLES Y ADAPTADORES > AUDIO;UNIDAD;iva21;7792641880259;961,22;961,22;JCK, JUAN;S;S;SIMPLE;;10/4/2025;PESOS
2077;LAMPARA KOSMO CON CARGADOR INALAMBRICO QI Y LAPICERO - LAMP07;TODOS;ILUMINACION > LAMPARA LED;UNIDAD;iva21;2077;19505,00;19505,00;JCK, JUAN;S;S;SIMPLE;;10/4/2025;PESOS
1113080113801;CABLE ONLY USB LIGHTNING MODO-138 LAIT BLANCO;TODOS;CABLES Y ADAPTADORES > LITGHTNING;UNIDAD;iva21;1113080113801;818,18;818,18;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/5/2025;PESOS
11080904C010123;CABEZAL XAEA 220V MODX-C015 INTENSIFY  1USB/1TC;TODOS;CARGADORES > USB C - 220V;UNIDAD;iva21;11080904C010123;2322,31;2322,31;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/5/2025;PESOS
1247;CABLE USB A TIPO C OEM - BLANCO;TODOS;CABLES Y ADAPTADORES > TIPO C;UNIDAD;iva21;1247;1500,00;1500,00;;S;S;SIMPLE;;24/4/2025;PESOS
956;FUNDA SIGNOTECH 15.4-16 BOLSILLO BLACK;TODOS;ACCESORIOS > DE NOTEBOOKS;UNIDAD;iva21;956;8901,97;8901,97;TODOINSUMOS;S;S;SIMPLE;;11/4/2025;PESOS
619659069193;PENDRIVE SANDISK 32GB CRUZER BLADE NEGRO;TODOS;ALMACENAMIENTO > PENDRIVES;UNIDAD;iva21;619659069193;4978,51;4978,51;IMPOTEKNO;S;S;SIMPLE;;3/4/2025;PESOS
1104010470402;AURICULAR XAEA MODX-704 ZYFER - NEGRO;TODOS;AUDIO > AURICULARES;UNIDAD;iva105;1104010470402;25158,37;25158,37;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/5/2025;PESOS
112404019;MOUSE ONLY WIRELESS MOD QX-X1  NEGRO;TODOS;MOUSE > INALAMBRICO;UNIDAD;iva105;112404019;2570,14;2570,14;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/5/2025;PESOS
8806097058779;SAMSUNG A36 5G 8GB+256GB LAVANDA (-20% OFF);TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;8806097058779;355206,50;355206,50;DIEGO COZZO, DIEGO;S;S;SIMPLE;;12/9/2025;PESOS
840023281716;MOTO G05 4GB + 128GB FOREST GREEN (-20% OFF);TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;840023281716;109917,50;109917,50;DIEGO COZZO, DIEGO;S;S;SIMPLE;;12/9/2025;PESOS
840023285134;MOTO G35 5G 8GB + 256GB SAGE GREEN (-20% OFF);TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;840023285134;179338,50;179338,50;DIEGO COZZO, DIEGO;S;S;SIMPLE;;12/9/2025;PESOS
840023276057;MOTO G85 5G 8GB + 256GB URBAN GREY (-20% OFF);TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;840023276057;241818,00;241818,00;DIEGO COZZO, DIEGO;S;S;SIMPLE;;12/9/2025;PESOS
11260200055;PARLANTE 8 - MOD FS-802 - CANCUN;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;11260200055;28016,53;28016,53;ONLY DISTRIBUIDORA;S;S;SIMPLE;;12/9/2025;PESOS
840023257308;MOTO G24 POWER 8GB + 256GB AZUL;TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;840023257308;146776,86;146776,86;DIEGO COZZO, DIEGO;S;S;SIMPLE;;4/6/2025;PESOS
5055374709832;AURICULAR IN-EAR MOTOROLA BUDS 2S BLACK;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;5055374709832;5081,62;5081,62;ITECOM - XIUN;S;S;SIMPLE;;8/5/2025;PESOS
110601028;SOPORTE PARA AUTO CON SOPAPA  MOD 40 GYRO;TODOS;ACCESORIOS > DE AUTO;UNIDAD;iva21;110601028;1380,17;1380,17;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/5/2025;PESOS
1104010470301;AURICULARES XAEA MODX-703 RADIANCE - BLANCO;TODOS;AUDIO > AURICULARES;UNIDAD;iva105;1104010470301;24923,08;24923,08;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/5/2025;PESOS
19051;DISCO SOLIDO SSD 256GB M2 GOLDEN INTERFACE SATA 3.1 6GB LECTURA HASTA 500MB Y ESCRITURA HASTA 500MB;TODOS;ALMACENAMIENTO > DISCOS SOLIDOS;UNIDAD;iva105;19051;19642,59;19642,59;TECNOPRICES;S;S;SIMPLE;;9/5/2025;PESOS
110733088;CABLE USB MOD118 ECO LISO 2  ONLY  V8  NEGRO;TODOS;CABLES Y ADAPTADORES > MICRO USB - V8;UNIDAD;iva21;110733088;752,07;752,07;ONLY DISTRIBUIDORA;S;S;SIMPLE;;11/4/2025;PESOS
1113090895002;CABLE USB TIPO C MOD950 - NEGRO;TODOS;CABLES Y ADAPTADORES > TIPO C;UNIDAD;iva21;1113090895002;723,00;723,14;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
5055374709962;AURICULAR PLEGABLE MOTOROLA XT220 BLUETOOTH & JACK 3.5MM COLOR NEGRO;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;5055374709962;34352,50;34352,50;ITECOM - XIUN;S;S;SIMPLE;;8/5/2025;PESOS
840023288678;MOTO G15 4GB + 128GB VERDE;TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;840023288678;123966,94;123966,94;DIEGO COZZO, DIEGO;S;S;SIMPLE;;4/6/2025;PESOS
8806095549552;SAMSUNG A35 5G 8GB + 256GB AZUL OSCURO;TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;8806095549552;293553,72;293553,72;DIEGO COZZO, DIEGO;S;S;SIMPLE;;4/6/2025;PESOS
742832292160;MOUSE RAPTOR STORM GRIP 4 BOTONES 3600DPI 7 COLORES;TODOS;MOUSE > USB ALAMBRICO;UNIDAD;iva105;742832292160;4300,45;4300,45;INVID COMPUTERS;S;S;SIMPLE;;30/5/2025;PESOS
700306605793;NETMAK NM-ATHLET AURICULAR BLUETOOTH OWS OPEN WIRELESS STEREO;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;700306605793;16368,00;16368,00;JCK, JUAN;S;S;SIMPLE;;29/4/2025;PESOS
11080808504020;CARGADOR 12V GEAR MOD-504  1 USB Y 1 TIPO C  XAEA  NEGRO;TODOS;CARGADORES > USB C - 12V;UNIDAD;iva21;11080808504020;1843,00;1842,98;ONLY DISTRIBUIDORA;S;S;SIMPLE;;13/10/2025;PESOS
110809010180121;CABEZAL 220V MODO-018 4.8A  RUSH  1USB  ONLY  BLANCO;TODOS;CARGADORES > DE PARED;UNIDAD;iva21;110809010180121;1421,00;1421,49;ONLY DISTRIBUIDORA;S;S;SIMPLE;;13/10/2025;PESOS
700306606578;MICROFONO NETMAK NM-MC7 PLUG 6.5MM CON ADAPTADOR A 3.5MM UNIDIRECCIONAL CABLE 2.5M;TODOS;AUDIO > MICROFONOS;UNIDAD;iva21;700306606578;5405,00;5404,96;TECNOPRICES;S;S;SIMPLE;;13/10/2025;PESOS
7798137707109;AURICULAR VINCHA NOGANET NGV-400 ROJO CABLE 1.5 MTS CON MICROFONO 2 PLUG 3.5MM ROSA Y VERDE;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;7798137707109;5595,00;5595,04;TECNOPRICES;S;S;SIMPLE;;13/10/2025;PESOS
112404010;MOUSE WIRELESS MOD Q5  ONLY  NEGRO;TODOS;MOUSE > INALAMBRICO;UNIDAD;iva21;112404010;2867,77;2867,77;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/5/2025;PESOS
840023268816;MOTO G04S 4GB + 128GB NEGRO;TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;840023268816;98181,81;98181,81;DIEGO COZZO, DIEGO;S;S;SIMPLE;;13/6/2025;PESOS
110805010060201;CARGADOR ONLY 220V MOD600 - 6A - 1USB + CABLE TIPO C NEGRO;TODOS;CARGADORES > USB C - 220V;UNIDAD;iva21;110805010060201;2413,22;2413,22;ONLY DISTRIBUIDORA;S;S;SIMPLE;;10/9/2025;PESOS
6957939000325;PLACA DE RED WIFI USB MERCUSYS MW150US 150MB 2.4GHZ NANO;TODOS;CONECTIVIDAD > PLACA DE RED;UNIDAD;iva21;6957939000325;4500,00;4500,00;TECNOPRICES;S;S;SIMPLE;;12/9/2025;PESOS
10020630350;AURICULAR ONLY P15 BT MOD63-22 GRIS/ROJO;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;10020630350;7388,43;7388,43;ONLY DISTRIBUIDORA;S;S;SIMPLE;;11/4/2025;PESOS
110805010180101;CARGADOR ONLY 220V MOD430 - 4.8A - 1USB + CABLE TIPO C BLANCO;TODOS;CARGADORES > USB C - 220V;UNIDAD;iva21;110805010180101;1619,83;1619,83;ONLY DISTRIBUIDORA;S;S;SIMPLE;;11/4/2025;PESOS
110805010180201;CARGADOR ONLY 220V MOD430 - 4.8A - 1USB + CABLE TIPO C NEGRO;TODOS;CARGADORES > USB C - 220V;UNIDAD;iva21;110805010180201;1619,83;1619,83;ONLY DISTRIBUIDORA;S;S;SIMPLE;;11/4/2025;PESOS
6954774700236;AURICULAR BLUETOOTH MOD700 KIDS  CON OREJAS Y LUCES  ROSA;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;6954774700236;7768,60;7768,60;ONLY DISTRIBUIDORA;S;S;SIMPLE;;11/4/2025;PESOS
7798383572704;CABLE SOUL USB A LIGHTNING 2.4A 1M;TODOS;CABLES Y ADAPTADORES > LITGHTNING;UNIDAD;iva21;7798383572704;2645,00;2645,00;SIN PROVEEDOR;S;S;SIMPLE;;12/9/2025;PESOS
6935364088064;ANTENA MERCUSYS ADAPTADOR WIFI USB PLACA DE RED AC650 DUAL BAND;TODOS;CONECTIVIDAD > ADAPTADOR WIFI USB;UNIDAD;iva105;6935364088064;11270,00;11270,00;TECNOPRICES;S;S;SIMPLE;;25/3/2025;PESOS
20525;CARGADOR TABLET 5V 1A 2.5X0.7MM PIN FINO TITAN EURO COBY ALTERNATIVO PATAS RECTAS;TODOS;CARGADORES > DE PARED;UNIDAD;iva21;20525;5000,00;5000,00;TECNOPRICES;S;S;SIMPLE;;11/11/2025;PESOS
6908648002094;PARLANTE DE DUCHA BLUETOOTH;TODOS;AUDIO > PARLANTES;UNIDAD;iva105;6908648002094;4545,00;4545,45;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;14/10/2025;PESOS
7798137725882;AURICULARES NOGA WIRELESS BT STEREO EARBUDS TACTIL BTWINS 50 BLANCO;TODOS;AUDIO > AURICULARES;UNIDAD;iva105;7798137725882;9008,00;9008,26;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;14/10/2025;PESOS
7798137725875;AURICULARES NOGA WIRELESS BT STEREO EARBUDS TACTIL BTWINS 50 NEGRO;TODOS;AUDIO > AURICULARES;UNIDAD;iva105;7798137725875;9008,00;9008,26;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;14/10/2025;PESOS
6933863822097;AURICULARES BT VINCHA C-2235;TODOS;AUDIO > AURICULARES;UNIDAD;iva105;6933863822097;11488,00;11487,60;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;14/10/2025;PESOS
3001;PARLANTE PORTATIL BLUETOOTH J-IPOK P171 INALAMBRICO;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;3001;10744,00;10743,80;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;14/10/2025;PESOS
6950676214789;PADMOUSE GAMER HAVIT GAMENOTE HV-MP861 DE GOMA XL 30CM X 70;TODOS;ACCESORIOS > DE PC;UNIDAD;iva21;6950676214789;5372,00;5371,90;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;14/10/2025;PESOS
11082408721010;POWER BANK 5000 MAH VOLTRIX  XAEA 25W;TODOS;CARGADORES > POWER BANK;UNIDAD;iva21;11082408721010;7678,00;7677,69;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
7798137723512;PLACA DE SONIDO USB NOGANET HE-282 7.1;TODOS;ACCESORIOS > DE NOTEBOOKS;UNIDAD;iva105;7798137723512;3223,80;3223,80;TECNOPRICES;S;S;SIMPLE;;6/6/2025;PESOS
08OT04000R002;PARLANTE GAMER C/MAG SAFE MINI BLAST  XAEA  NEGRO;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;08OT04000R002;5430,00;5429,75;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
094G04000J002;CARGADOR INALAMBRICO/HOLDER MAGNETICO MOD-HT555  NEGRO;TODOS;ACCESORIOS > DE AUTO;UNIDAD;iva21;094G04000J002;14281,00;14280,99;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
1145029477402;SMART WATCH MODS-774  SU 30  NEGRO;TODOS;RELOJES SMART > SMARTWATCH;UNIDAD;iva105;1145029477402;14036,00;14036,20;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
1145029477420;SMART WATCH MODS-774  SU 30  PLATEADO;TODOS;RELOJES SMART > SMARTWATCH;UNIDAD;iva105;1145029477420;14036,00;14036,20;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
1145029477405;SMART WATCH MODS-774  SU 30  ROSA;TODOS;RELOJES SMART > SMARTWATCH;UNIDAD;iva105;1145029477405;14036,00;14036,20;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
1145029475910;SMART WATCH GT4  MOD-759  PLATEADO;TODOS;RELOJES SMART > SMARTWATCH;UNIDAD;iva105;1145029475910;14950,00;14950,41;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
1104010170601;"AURICULAR BLUETOOTH MOD.706 ""CROWS"" - XAEA - VERDE";TODOS;AUDIO > AURICULARES;UNIDAD;iva21;1104010170601;5909,00;5909,09;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
7798137382757;JOYSTICK NOGANET NG-3004 PS2 NEGRO;TODOS;CONSOLAS > JOYSTICKS;UNIDAD;iva21;7798137382757;9865,80;9865,80;TECNOPRICES;S;S;SIMPLE;;6/6/2025;PESOS
1126010410002;PARLANTE 2 MODX-100  FISSION  XAEA  NEGRO;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;1126010410002;3669,00;3669,42;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
08OT04000P002;PARLANTE DOBLE DUAL STORM  XAEA;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;08OT04000P002;13636,00;13636,36;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
3076;PARLANTE 3 PULGADAS GLOBE  XAEA;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;3076;6810,00;6809,92;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
11081604511010;CARGADOR INALAMBRICO Y LAMPARA DE ESCRITORIO FLEXA  BLANCO;TODOS;ACCESORIOS > DE CELULARES;UNIDAD;iva21;11081604511010;9851,00;9851,24;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
11081604511020;CARGADOR INALAMBRICO Y LAMPARA DE ESCRITORIO FLEXA  NEGRO;TODOS;ACCESORIOS > DE CELULARES;UNIDAD;iva21;11081604511020;9851,00;9851,24;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/10/2025;PESOS
6920620009389;CARTUCHO GTC EPSON T296 CYAN;TODOS;INSUMOS DE IMPRESION > CARTUCHOS ALTERNATIVOS EPSON;UNIDAD;iva105;6920620009389;3145,00;3144,91;TECNOPRICES;S;S;SIMPLE;;12/11/2025;PESOS
6920620044007;CARTUCHO GTC EPSON T296 AMARILLO;TODOS;INSUMOS DE IMPRESION > CARTUCHOS ALTERNATIVOS EPSON;UNIDAD;iva105;6920620044007;3145,00;3144,91;TECNOPRICES;S;S;SIMPLE;;12/11/2025;PESOS
6920620009075;CARTUCHO GTC P/ EPSON T733 MAGENTA 13ML;TODOS;INSUMOS DE IMPRESION > CARTUCHOS ALTERNATIVOS EPSON;UNIDAD;iva105;6920620009075;1937,93;1937,93;TECNOPRICES;S;S;SIMPLE;;12/11/2025;PESOS
6920620009396;CARTUCHO GTC EPSON T296 MAGENTA;TODOS;INSUMOS DE IMPRESION > CARTUCHOS ALTERNATIVOS EPSON;UNIDAD;iva105;6920620009396;3145,00;3144,91;TECNOPRICES;S;S;SIMPLE;;12/11/2025;PESOS
6926474634715;CARTUCHO GTC EPSON T197 NEGRO;TODOS;INSUMOS DE IMPRESION > CARTUCHOS ALTERNATIVOS EPSON;UNIDAD;iva105;6926474634715;2153,00;2153,00;TECNOPRICES;S;S;SIMPLE;;12/11/2025;PESOS
6920620009372;CARTUCHO GTC EPSON T297 NEGRO;TODOS;INSUMOS DE IMPRESION > CARTUCHOS ALTERNATIVOS EPSON;UNIDAD;iva105;6920620009372;3145,00;3144,91;TECNOPRICES;S;S;SIMPLE;;12/11/2025;PESOS
7798026132012;BATERIA EXTERNA POWERBANK TRV BBP102 10000MAH 2XUSB 2.1A INDICADOR NIVEL DE BATERIA BLANCO ION/LITIO;TODOS;CARGADORES > POWER BANK;UNIDAD;iva21;7798026132012;12852,89;12852,89;TECNOPRICES;S;S;SIMPLE;;9/5/2025;PESOS
18057;CONTROL REMOTO GOOGLE CHROMECAST 4 LLEVA 2 PILAS AAA NO INCLUIDAS ALTERNATIVO;TODOS;ACCESORIOS > DE TV;UNIDAD;iva21;18057;8142,84;8142,84;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
18669;PLACA DE RED WIFI USB COMFAST CF-WU811AC 650MBPS DUAL BAND 2.4GHZ 5.8GHZ MINI NANO;TODOS;CONECTIVIDAD > ADAPTADOR WIFI USB;UNIDAD;iva21;18669;7580,30;7580,30;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
7044;CABLE HDMI 1.5 MTS 1080P NO SOPORTA 4K;TODOS;CABLES Y ADAPTADORES > HDMI;UNIDAD;iva21;7044;915,20;915,20;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
6975174668261;CABLE HDMI 1.8 MTS KOLKE 21600P 2.0V 4K ULTRA HD 3D HASTA 60 CUADROS POR SEGUNDO;TODOS;CABLES Y ADAPTADORES > HDMI;UNIDAD;iva21;6975174668261;2664,20;2664,20;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
10694;ADAPTADOR CARGADOR 5.5X2.5MM A 3.5X1.35MM NETBOOK BANGHO TABLET;TODOS;CABLES Y ADAPTADORES > TABLET;UNIDAD;iva21;10694;880,00;880,00;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
19382;BATERIA EXTERNA POWERBANK INTCO M100A 10000MAH 1XUSBTIPOC 1XUSB3.0 CARGA RAPIDA 20W 5V 3A 9V 2.22A;TODOS;CARGADORES > POWER BANK;UNIDAD;iva21;19382;13008,60;13008,60;TECNOPRICES;S;S;SIMPLE;;9/5/2025;PESOS
19384;MOUSE INTCO RDL-362 CABLE USB RGB ABS 4D HASTA 1600DPI DIMENSIONES 116X62X38MM GAMER;TODOS;MOUSE > USB ALAMBRICO;UNIDAD;iva21;19384;2770,54;2770,54;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
649528787323;DISCO SOLIDO SSD 240GB 2.5 SATA III CRUCIAL BX500 3D NAND SATA;TODOS;ALMACENAMIENTO > DISCOS SOLIDOS;UNIDAD;iva21;649528787323;22416,88;22416,88;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
13814;PLACA DE RED PCI-E 10/100/1000 MBPS GIGABIT;TODOS;CONECTIVIDAD > PLACA DE RED;UNIDAD;iva21;13814;5864,54;5864,54;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
7064;MICROFONO TIME CONDENSER MIC-31009;TODOS;AUDIO > MICROFONOS;UNIDAD;iva21;7064;18301,65;18301,65;IMPOTEKNO;S;S;SIMPLE;;17/2/2025;PESOS
5222195812163;CABLE DE RED PATCHCORD CAT 5E 20MTS;TODOS;CABLES Y ADAPTADORES > RED;UNIDAD;iva21;5222195812163;1706,61;1706,61;IMPOTEKNO;S;N;SIMPLE;;17/2/2025;PESOS
723540566064;CARGADOR TIME MICROUSB V8 2.1A + CABLE;TODOS;CARGADORES > MICRO USB - V8 - 220V;UNIDAD;iva21;723540566064;1005,79;1005,79;IMPOTEKNO;S;N;SIMPLE;;3/4/2025;PESOS
414795120889;ADAPTADOR UNIVERSAL MULTIVOLTAJE TW-003;TODOS;CARGADORES > DE PARED;UNIDAD;iva21;414795120889;4152,89;4152,89;IMPOTEKNO;S;N;SIMPLE;;17/2/2025;PESOS
6930149999894;JOYSTICK PC USB U-COM;TODOS;CONSOLAS > JOYSTICKS;UNIDAD;iva21;4008;5800,00;5800,00;ROCKY ELECTRONICA;S;N;SIMPLE;;9/5/2025;PESOS
812;ADAPTADOR VGA M A HDMI H + SONIDO - ADP-48007;TODOS;CABLES Y ADAPTADORES > HDMI;UNIDAD;iva21;812;3285,12;3285,12;IMPOTEKNO;S;S;SIMPLE;;17/2/2025;PESOS
8888021306040;ENERGIZER PILA DE AUDIOLOGIA N° 13 AUDIFONOS AZ312-DPA4 BLISTER X 8U;TODOS;PILAS > ALCALINAS;UNIDAD;iva105;8888021306040;5474,38;5474,38;JCK, JUAN;S;S;SIMPLE;;29/4/2025;PESOS
742832292184;RAPTOR GAMER AURICULAR SHADOW CORE RGB 7.1 CANCELACION SONIDO USB 3.5MM;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;742832292184;23316,96;23316,96;JCK, JUAN;S;S;SIMPLE;;29/4/2025;PESOS
198154668891;"TABLET LENOVO TAB 10.1"" WUXGA 4GB+128GB + ESTUCHE TIPO FOLIO";TODOS;"TABLET > 10"" PULGADAS";UNIDAD;iva105;198154668891;207267,51;207267,51;INVID COMPUTERS;S;S;SIMPLE;;19/8/2025;PESOS
742832292092;"NOTEBOOK KELYX 15.6"" FHD AMD RYZEN 3-3200U 8GB M.2 256GB WIN 11 HOME GRIS OSCURO";TODOS;COMPUTADORAS > NOTEBOOKS;UNIDAD;iva105;742832292092;348638,01;348638,01;INVID COMPUTERS;S;S;SIMPLE;;30/5/2025;PESOS
