CODIGO;PRODUCTO;CATEGORIAS;RUBRO;SUB RUBRO;PORCENTAJE IVA;COD BARRA;COSTO;COSTO TOTAL;PROVEEDOR;STOCKEABLE;ACEPTA STOCK NEGATIVO;TIPO DE PRODUCTO;DESCRIPCION;ULTIMA ACT. COSTO;MONEDA
18057;CONTROL REMOTO GOOGLE CHROMECAST 4 LLEVA 2 PILAS AAA NO INCLUIDAS ALTERNATIVO;;ACCESORIOS;DE TV;21;18057;8142,84;8142,84;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
18669;PLACA DE RED WIFI USB COMFAST CF-WU811AC 650MBPS DUAL BAND 2.4GHZ 5.8GHZ MINI NANO;;CONECTIVIDAD;ADAPTADOR WIFI USB;21;18669;7580,3;7580,3;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
7044;CABLE HDMI 1.5 MTS 1080P NO SOPORTA 4K;;CABLES Y ADAPTADORES;HDMI;21;7044;915,2;915,2;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
6975174668261;CABLE HDMI 1.8 MTS KOLKE 21600P 2.0V 4K ULTRA HD 3D HASTA 60 CUADROS POR SEGUNDO;;CABLES Y ADAPTADORES;HDMI;21;6975174668261;2664,2;2664,2;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
10694;ADAPTADOR CARGADOR 5.5X2.5MM A 3.5X1.35MM NETBOOK BANGHO TABLET;;CABLES Y ADAPTADORES;TABLET;21;10694;880;880;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
19382;BATERIA EXTERNA POWERBANK INTCO M100A 10000MAH 1XUSBTIPOC 1XUSB3.0 CARGA RAPIDA 20W 5V 3A 9V 2.22A;;CARGADORES;POWER BANK;21;19382;13008,6;13008,6;TECNOPRICES;S;S;SIMPLE;;9/5/2025;PESOS
19384;MOUSE INTCO RDL-362 CABLE USB RGB ABS 4D HASTA 1600DPI DIMENSIONES 116X62X38MM GAMER;;MOUSE;USB ALAMBRICO;21;19384;2770,54;2770,54;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
649528787323;DISCO SOLIDO SSD 240GB 2.5 SATA III CRUCIAL BX500 3D NAND SATA;;ALMACENAMIENTO;DISCOS SOLIDOS;21;649528787323;22416,88;22416,88;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
13814;PLACA DE RED PCI-E 10/100/1000 MBPS GIGABIT;;CONECTIVIDAD;PLACA DE RED;21;13814;5864,54;5864,54;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
7064;MICROFONO TIME CONDENSER MIC-31009;;AUDIO;MICROFONOS;21;7064;18301,65;18301,65;IMPOTEKNO;S;S;SIMPLE;;17/2/2025;PESOS
5222195812163;CABLE DE RED PATCHCORD CAT 5E 20MTS;;CABLES Y ADAPTADORES;RED;21;5222195812163;1706,61;1706,61;IMPOTEKNO;S;N;SIMPLE;;17/2/2025;PESOS
723540566064;CARGADOR TIME MICROUSB V8 2.1A + CABLE;;CARGADORES;MICRO USB - V8 - 220V;21;723540566064;1005,79;1005,79;IMPOTEKNO;S;N;SIMPLE;;3/4/2025;PESOS
414795120889;ADAPTADOR UNIVERSAL MULTIVOLTAJE TW-003;;CARGADORES;DE PARED;21;414795120889;4152,89;4152,89;IMPOTEKNO;S;N;SIMPLE;;17/2/2025;PESOS
6930149999894;JOYSTICK PC USB U-COM;;CONSOLAS;JOYSTICKS;21;4008;5800;5800;ROCKY ELECTRONICA;S;N;SIMPLE;;9/5/2025;PESOS
812;ADAPTADOR VGA M A HDMI H + SONIDO - ADP-48007;;CABLES Y ADAPTADORES;HDMI;21;812;3285,12;3285,12;IMPOTEKNO;S;S;SIMPLE;;17/2/2025;PESOS
8888021306040;ENERGIZER PILA DE AUDIOLOGIA N° 13 AUDIFONOS AZ312-DPA4 BLISTER X 8U;;PILAS;ALCALINAS;10,5;8888021306040;5474,38;5474,38;JCK, JUAN;S;S;SIMPLE;;29/4/2025;PESOS
0742832292184;RAPTOR GAMER AURICULAR SHADOW CORE RGB 7.1 CANCELACION SONIDO USB 3.5MM;;AUDIO;AURICULARES;21;0742832292184;23316,96;23316,96;JCK, JUAN;S;S;SIMPLE;;29/4/2025;PESOS
198154668891;"TABLET LENOVO TAB 10.1"" WUXGA 4GB+128GB + ESTUCHE TIPO FOLIO";;TABLET;"10"" PULGADAS";10,5;198154668891;207267,51;207267,51;INVID COMPUTERS;S;S;SIMPLE;;19/8/2025;PESOS
742832292092;"NOTEBOOK KELYX 15.6"" FHD AMD RYZEN 3-3200U 8GB M.2 256GB WIN 11 HOME GRIS OSCURO";;COMPUTADORAS;NOTEBOOKS;10,5;742832292092;348638,01;348638,01;INVID COMPUTERS;S;S;SIMPLE;;30/5/2025;PESOS
010343973428;IMPRESORA MULTIFUNCIONAL EPSON ECOTANK L3560 WIFI;;IMPRESORAS;INKJET;21;010343973428;356447,93;356447,93;INVID COMPUTERS;S;S;SIMPLE;;30/5/2025;PESOS
649528940063;MEMORIA UDIMM CRUCIAL BASICS 8GB DDR4 3200MHZ;;ACCESORIOS;DE PC;10,5;649528940063;12026,45;12026,45;GRUPO NUCLEO, ANGEL;S;S;SIMPLE;;27/3/2025;PESOS
7798384610078;TABLET X-VIEW PROTON BEARS MAX 7 32GB 2GB DE MEMORIA RAM;;TABLET;"7"" PULGADAS";10,5;7798384610078;28905,89;28905,89;DYAMON SYSTEM;S;S;SIMPLE;;25/7/2025;PESOS
12872;ADAPTADOR USB TIPO C A USB 3.0 H OTG;;CABLES Y ADAPTADORES;USB;21;12872;2260,33;2260,33;TECNOPRICES;S;S;SIMPLE;;12/5/2025;PESOS
18341;ADAPTADOR MICROUSB M A USB TIPO C H SOLO CARGA Y DATOS EN 2.0;;CABLES Y ADAPTADORES;MICRO USB - V8;21;18341;1209,92;1209,92;TECNOPRICES;S;S;SIMPLE;;10/9/2025;PESOS
6928760169086;AURICULARES INALAMBRICOS DEPORTIVOS CONDUCCION OSEA LENOVO X4;;AUDIO;AURICULARES;10,5;6928760169086;36199,09;36199,09;DIEGO COZZO, DIEGO;S;S;SIMPLE;;13/8/2025;PESOS
723540565920;VINCHA POPPIT GATITO BLUETOOTH;;AUDIO;AURICULARES;21;723540565920;6921,49;6921,49;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
2068;LINTERNA LED RECARGABLE 3W 4 FUNCIONES;;ILUMINACION;LINTERNA LED;21;2068;3511,57;3511,57;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
4056;POPPIT ELECTRONICO SPEED PUSH PERSONAJES;;JUGUETERIA;JUGUETES;21;4046;3376,04;3376,04;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
723540564336;ALMOHADILLA REPOSAMUÑECAS;;ACCESORIOS;DE PC;21;723540564336;4768,6;4768,6;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
83038;PIZARRA LED MARCADORES 15X15CM;;JUGUETERIA;JUGUETES;21;83038;5791,74;5791,74;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
6951873104577;LINTERNA HYTOSHY LED RECARGABLE USB;;ILUMINACION;LINTERNA LED;21;6951873104577;3305,78;3305,78;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
1305;PAD DE ESCRITORIO DISEÑO MELANGE 60X30 CM;;ACCESORIOS;DE PC;21;1305;1862;1862;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
82017;TIRA LED 50X50 PARA TV 3M 90LED;;ILUMINACION;TIRA LED;21;82017;3004,14;3004,14;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
1124;FUNDA UNIVERSAL SUMERGIBLE PARA CELULARES;;ACCESORIOS;DE CELULARES;21;1124;631;631,4;IMPOTEKNO;S;S;SIMPLE;;10/11/2025;PESOS
6954189230366;MALETIN METALICO KIT DE ARTE DIBUJO 145 PIEZAS PARA NIÑOS;;JUGUETERIA;JUGUETES;21;6954189230366;18852,66;18852,66;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
IP13;PROTECTOR E CAMARA PARA IPHNE 13 LISO NEGRO;;ACCESORIOS;DE CELULARES;21;IP13;0;0;;S;S;SIMPLE;;;PESOS
6971664933659;SMARTWATCH HAYLOU SOLAR PLUS RT3 LS16 MIDE PASOS PULSACIONES OXIMETRO SUENO 105 MODOS DEPORTE CONTESTA LLAMADAS BLUETOOTH 5.3 220MAH IP68 466X466 PANTALLA 1.43 PULGADAS NEGRO;;RELOJES SMART;SMARTWATCH;10,5;6971664933659;45630,78;45630,78;TECNOPRICES;S;S;SIMPLE;;18/6/2025;PESOS
097855074126;MOUSE LOGITECH WIR M185 GRIS;;MOUSE;INALAMBRICO;10,5;;8870,59;8870,59;INVID COMPUTERS;S;S;SIMPLE;;19/6/2025;PESOS
0742832292177;MOUSE RAPTOR STORM GRIP 9 BOTONES 8000DPI RETROILUMINADO;;MOUSE;GAMER;10,5;0742832292177;8705,88;8705,88;INVID COMPUTERS;S;S;SIMPLE;;19/6/2025;PESOS
1201;CABLE DE CARGA USB A MICROUSB 1,8M CON FILTRO PARA PS4;;CABLES Y ADAPTADORES;MICRO USB - V8;21;1201;770;770;;S;N;SIMPLE;;18/2/2025;PESOS
903174;FUNDA SIGNOTECH 14 BOLSILLO BLACK;;ACCESORIOS;DE NOTEBOOKS;21;93174;8975,21;8975,21;TODOINSUMOS;S;S;SIMPLE;;2/6/2025;PESOS
6936482100423;TONER ALTERNATIVO PANTUM PB210/211 GNEISS;;INSUMOS DE IMPRESION;TONERS ALTERNATIVOS;21;6936482100423;12396,7;12396,7;TODOINSUMOS;S;S;SIMPLE;;15/8/2025;PESOS
6935482107432;TONER ALTERNATIVO GNEISS HP CF279A;;INSUMOS DE IMPRESION;TONERS ALTERNATIVOS;21;6935482107432;5661,16;5661,16;TODOINSUMOS;S;N;SIMPLE;;11/4/2025;PESOS
100;SERVICIO TECNICO CELULARES;;SERVICIO TECNICO;CELULARES;21;100;0;0;;S;S;SIMPLE;;;PESOS
6920620009112;GTC CARTUCHO ALTERNATIVO EPSON T133 TX125 MAGENTA;;INSUMOS DE IMPRESION;CARTUCHOS ALTERNATIVOS EPSON;10,5;6920620009112;3110,41;3110,41;JCK, JUAN;S;S;SIMPLE;;27/6/2025;PESOS
7798137724977;TECLADO INALAMBRICO NOGA NKB-Q80 AZUL IDIOMA ESPAÑOL;;TECLADOS;INALAMBRICO;10,5;7798137724977;18914,03;18914,03;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
2052;CAMARA KOSMO DE FOTOS INFANTIL PORTATIL CON IMPRESORA;;JUGUETERIA;JUGUETES;21;2052;31818,18;31818,18;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
3002;PARLANTE PORTATIL BLUETOOTH RGB FORMA DE RUEDA;;AUDIO;PARLANTES;21;3002;10330,58;10330,58;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;14/10/2025;PESOS
10680;RECEPTOR AUDIO BT-163 BLUETOOTH - SIN BATERIA SE ALIMENTA POR USB;;CABLES Y ADAPTADORES;AUDIO;10,5;10680;2906,4;2906,4;TECNOPRICES;S;S;SIMPLE;;27/6/2025;PESOS
7790839918852;PARLANTE PORTATIL BLUETOOTH BT-13P IBEK USB/TF/AUX PLAY;;AUDIO;PARLANTES;21;7790839918852;30165,29;30165,29;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
7798026132036;BASE CARGADOR INALAMBRICO TRV WEL201 CARGA RAPIDA 5V 2A 9V 1.8A;;CARGADORES;INALAMBRICO;21;7798026132036;12652,2;12652,2;TECNOPRICES;S;S;SIMPLE;;27/6/2025;PESOS
097855110299;PARLANTES LOGITECH S150 2.4 WATTS USB STEREO NEGRO;;AUDIO;PARLANTES;21;097855110299;17511,12;17511,12;TECNOPRICES;S;S;SIMPLE;;27/6/2025;PESOS
2053;PROYECTOR ASTRONAUTA DE PIE;;JUGUETERIA;JUGUETES;21;2053;13223,14;13223,14;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
7895452660215;CAMARA FOTOS LAMBOTECH INFANTIL DIGITAL RECARGABLE FOTOS MINI;;JUGUETERIA;JUGUETES;21;7895452660215;9504,14;9504,14;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
19163;CONTROL REMOTO TV BOX H96 MAX RK3318 H96 MINI V8 H96 MAX V11 H96 MAX H616 H96 MINI H8 H96 MAX RK3566 MX10 PRO MX10 + T95 X96 HK1 MAX X88 PRO REPRODUCTOR MULTIMEDIA ANDROID;;ACCESORIOS;DE TV;10,5;19163;3675,73;3675,73;TECNOPRICES;S;S;SIMPLE;;15/4/2025;PESOS
19167;CONTROL REMOTO TV BOX T9 T95 T95Q T95N T95 MAX Q+ T95 PLUS HK1 X88 X96 H96 REPRODUCTOR MULTIMEDIA ANDROID;;ACCESORIOS;DE TV;10,5;19167;4447,63;4447,63;TECNOPRICES;S;S;SIMPLE;;15/4/2025;PESOS
7798137389015;CABLE USB EXTENSION ALARGUE 3 MTS - CABLE USB M A USB H;;CABLES Y ADAPTADORES;USB;21;7798137389015;1540;1540;TECNOPRICES;S;S;SIMPLE;;15/4/2025;PESOS
3135;PARLANTE SING-E ZQS3601 BLUETOOTH;;AUDIO;PARLANTES;21;3135;51590;51590;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;29/10/2025;PESOS
3004;PARLANTE MASUYA BLUETOOTH RAUS-63832;;AUDIO;PARLANTES;21;3004;38017;38016,53;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
1145029475906;SMART WATCH GT4 – MOD-759 – VERDE;;RELOJES SMART;SMARTWATCH;10,5;1169029475906;16371;16371;ONLY DISTRIBUIDORA;S;S;SIMPLE;;29/10/2025;PESOS
1701;POP SOCKET INFANTILES;;ACCESORIOS;DE CELULARES;21;1701;2480;0;DYD;S;N;SIMPLE;;;PESOS
7798137725301;ADAPTADOR BLUETOOTH 5.0 USB NOGANET NG-B60;;CONECTIVIDAD;ADAPTADOR BT USB;10,5;7798137725301;3547,8;3547,8;TECNOPRICES;S;S;SIMPLE;;6/6/2025;PESOS
19587;LAPIZ OPTICO STYLUS CELULAR TABLET CAPACITIVO 2 EN 1 CON 2 PUNTAS A BATERIA CARGA POR PUERTO TIPO C INCLUYE CABLE - SOLO ANDROID NO ES COMPATIBLE CON APPLE IPAD;;ACCESORIOS;DE NOTEBOOKS;10,5;19587;7072,8;7072,8;TECNOPRICES;S;S;SIMPLE;;6/6/2025;PESOS
7798137724960;TECLADO INALAMBRICO NOGA NKB-Q80 VIOLETA IDIOMA ESPAÑOL;;TECLADOS;INALAMBRICO;10,5;7798137724960;18914,03;18914,03;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
7798137710543;MICROFONO NOGA NG-MI3308A DINAMICO OMNIDIRECCIONAL;;AUDIO;MICROFONOS;21;7798137710543;9834,71;9834,71;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
7790839918883;PARLANTE PORTATIL BLUETOOTH BT-15P IBEK USB/TF/AUX PLAY;;AUDIO;PARLANTES;21;7790839918883;24380,17;24380,17;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
3003;PARLANTE ORYX BT RIO SP1333;;AUDIO;PARLANTES;21;3003;17768,6;17768,6;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
711719870258L;JOYSTICK INALAMBRICO COMPATIBLE PS4 COLOR LISO;;CONSOLAS;JOYSTICKS;21;4002, 6926556542310;13476;13476,03;IMPOTEKNO;S;N;SIMPLE;;10/11/2025;PESOS
4055;CONSOLA HDMI DE VIDEOJUEGOS LITE GAMESTICK;;CONSOLAS;PORTATILES;21;4055;23140,5;23140,5;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
1233;CABLE USB A FICHA 2.5 X 5.5MM 60CM;;CABLES Y ADAPTADORES;USB;21;1233;2700;2700;SIN PROVEEDOR;S;S;SIMPLE;;5/5/2025;PESOS
6975174669381;ADAPTADOR DISPLAYPORT M A VGA H ALTERNATIVO - NO ES BIDIRECCIONAL;;CABLES Y ADAPTADORES;VGA;21;6975174669381;3175,21;3175,21;TECNOPRICES;S;S;SIMPLE;;6/5/2025;PESOS
9356;FICHA DE RED RJ45 CAT5 METALICA AMP X UNIDAD;;CABLES Y ADAPTADORES;RED;21;9356;138;138;TECNOPRICES;S;S;SIMPLE;;6/5/2025;PESOS
1848;ADAPTADOR DISPLAYPORT M A HDMI H - NO ES BIDIRECCIONAL - 1080P;;CABLES Y ADAPTADORES;HDMI;21;1848;3208,8;3208,8;TECNOPRICES;S;S;SIMPLE;;6/5/2025;PESOS
0742832295482;PAD MOUSE RAPTOR GAMER ULTRA GLIDE ANTIDESLIZANTE IMPERMEABLE XL 900X400X3MM;;ACCESORIOS;DE PC;21;0742832295482;10800;10800;JCK, JUAN;S;S;SIMPLE;;6/5/2025;PESOS
8436032295275;FUENTE SOLARMAX 600W KC-CFA600 COOLER 12CM +12V XXA 20+4PINES 2XMOLEX 2XSATA 1XFLOPPY;;ACCESORIOS;DE PC;21;8436032295275;24315,7;24315,7;TECNOPRICES;S;S;SIMPLE;;6/5/2025;PESOS
1139;"FUNDA TABLET UNIVERSAL TECNOCEL TAB DISEÑO/LISA 10""- 11"" GIRA 360° NEGRO";;ACCESORIOS;DE TABLETS;21;1139;4500;4500;JCK, JUAN;S;S;SIMPLE;;6/5/2025;PESOS
546;CABLE MINI HDMI A HDMI 1.5MTS;;CABLES Y ADAPTADORES;HDMI;21;546;4830;4830;TECNOPRICES;S;S;SIMPLE;;9/9/2025;PESOS
840023258053;MOTOROLA G24 POWER DS 256GB+8GB INK BLUE;;CELULARES;SMARTPHONES;21;840023258053;156921,49;156921,49;ATAXE ELECTRONICA;S;S;SIMPLE;;13/3/2025;PESOS
8806095389790;SAMSUNG GALAXY A15 DS 128GB+6GB BLUE BLACK;;CELULARES;SMARTPHONES;21;8806095389790;178181,82;178181,82;ATAXE ELECTRONICA;S;S;SIMPLE;;13/3/2025;PESOS
6941812706329;XIAOMI REDMI 13C DS 256GB+8GB GLACIAR WHITE;;CELULARES;SMARTPHONES;21;6941812706329;146611,57;146611,57;ITECOM - XIUN;S;S;SIMPLE;;13/3/2025;PESOS
6438409024800;NOKIA 106;;CELULARES;CON TECLADO;21;6438409024800;22363,64;22363,64;CELL STORE;S;S;SIMPLE;;13/3/2025;PESOS
8803821235437;SAMSUNG GT-E1272;;CELULARES;CON TECLADO;21;;24396,69;24396,69;CELL STORE;S;S;SIMPLE;;13/3/2025;PESOS
1283;CABLE HDMI A HDMI M/M 5 MTS MALLADO CON FILTRO;;CABLES Y ADAPTADORES;HDMI;21;1283;2600;2600;IMPOTEKNO;S;S;SIMPLE;;23/6/2025;PESOS
700306604369;NETMAK NM-MAGNUM GAMEPAD JOYSTICK PC/PS3/ANDROID INALAMBRICO;;CONSOLAS;JOYSTICKS;21;700306604369;17299,34;17299,34;JCK, JUAN;S;S;SIMPLE;;23/6/2025;PESOS
700306605861;NETMAK NM-NITRO JOYSTICK GAMEPAD ANDROID BT C/SOPORTE PARA PLAYSTATION 3(PS3), PLAYSTATION 4(PS4), NINTENDO SWITCH, PC Y ANDROID;;CONSOLAS;JOYSTICKS;21;700306605861;15041,65;15041,65;JCK, JUAN;S;S;SIMPLE;;23/6/2025;PESOS
700306604017;NETMAK NM-DASH - JOYSTICK PS3 PC USB LED RGB;;CONSOLAS;JOYSTICKS;21;700306604017;16393,39;16393,39;JCK, JUAN;S;S;SIMPLE;;23/6/2025;PESOS
7792641880266;NETMAK NM-C26 CABLE MINI PLUG 3.5 MM M/M 1.5MTS AUXILIAR AUDIO;;CABLES Y ADAPTADORES;AUDIO;21;7792641880266;631,69;631,69;JCK, JUAN;S;S;SIMPLE;;23/6/2025;PESOS
INKDYEMEPL 504;TINTA GLOBAL EPSON T504 MAGENTA 70ML;;INSUMOS DE IMPRESION;TINTAS ALTERNATIVAS EPSON;21;INKDYEMEPL 504;2005,79;2005,79;JCK, JUAN;S;S;SIMPLE;;13/3/2025;PESOS
INKDYECEPL 504;TINTA GLOBALEPSON T504 CYAN70ML;;INSUMOS DE IMPRESION;TINTAS ALTERNATIVAS EPSON;21;INKDYECEPL 504;2005,79;2005,79;JCK, JUAN;S;S;SIMPLE;;13/3/2025;PESOS
91532410501626;ESTABILIZADOR DE TENSION LYONN 1200VA (800 WATT) TIPO 1ZAPATILLA;;ACCESORIOS;ESTABILIZADORES Y ZAPATILLAS;21;91532410501626;31680,99;31680,99;GRUPO NUCLEO, ANGEL;S;S;SIMPLE;;13/3/2025;PESOS
63122;PC PCBOX AMD RYZEN 3 3200G, 8GB, SSD 240GB, SIN SISTEMA - KIT: TECLADO, MOUSE;;COMPUTADORAS;PC ESCRITORIO;10,5;63122;200161,98;200161,98;GRUPO NUCLEO, ANGEL;S;S;SIMPLE;;13/3/2025;PESOS
101;SERVICIO TECNICO;;ACCESORIOS;DE PC;21;101;0;0;;S;S;SIMPLE;;;PESOS
113001702;MANOS LIBRES MOD1084 – BLANCO;;AUDIO;AURICULARES;21;113001702;1082,64;1082,64;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/2/2025;PESOS
1109010310150;MANOS LIBRES O-PUSH – MOD31 - BLANCO;;AUDIO;AURICULARES;21;1109010310150;1049,59;1049,59;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/2/2025;PESOS
1109040110901;MANOS LIBRES BLUETOOTH TWS “RACE” – ONLY – BLANCO;;AUDIO;AURICULARES;21;;7727,27;7727,27;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/2/2025;PESOS
1109010404500;MANOS LIBRES – MODX-045 THUNDER-C – XAEA;;AUDIO;AURICULARES;21;;2041,32;2041,32;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/2/2025;PESOS
110805010400112;CARGADOR 220V MODO-040 IMPULSE – 2.1A + CABLE TIPO C;;CARGADORES;USB C - 220V;21;110805010400112;1413,22;1413,22;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/2/2025;PESOS
110408101;AURICULAR XAEA BLUETOOTH MOD1040 – NEGRO;;AUDIO;AURICULARES;21;110408101;20578,51;20578,51;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/2/2025;PESOS
11080504C010116;CARGADOR XAEA INTENSIFY - MOD600 2 PUERTOS (USB-USB C) + CABLE USB A TIPO C;;CARGADORES;USB C - 220V;21;11080504C010116;2925,62;2925,62;ONLY DISTRIBUIDORA;S;S;SIMPLE;;11/9/2025;PESOS
1109040110902;MANOS LIBRES BLUETOOTH TWS “RACE” – ONLY – NEGRO;;AUDIO;AURICULARES;21;1109040110902;7727,27;7727,27;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/2/2025;PESOS
7798026132005;BATERIA EXTERNA POWERBANK TRV BBP103 5000MAH;;CARGADORES;POWER BANK;21;7798026132005;12028;12028;TECNOPRICES;S;S;SIMPLE;;30/10/2025;PESOS
459;SMART TAG;;ACCESORIOS;DE CELULARES;21;459;1000;1000;;S;S;SIMPLE;;30/6/2025;PESOS
3038;PARLANTE GREATNICE PORTATIL BLUETOOTH MICROUSB Y USB MODELO GTS-1732;;AUDIO;PARLANTES;21;3038;3830,58;3830,58;IMPOTEKNO;S;S;SIMPLE;;3/4/2025;PESOS
3039;PARLANTE PORTATIL BLUETOOTH MICROUSB Y USB MODELO KTX-1259;;AUDIO;PARLANTES;21;3039;11983,47;11983,47;IMPOTEKNO;S;S;SIMPLE;;3/4/2025;PESOS
6972400531573;CALCULADORA KARUIDA KK-837B-12;;CALCULADORAS;BASICAS;21;6972400531573;2042,15;2042,15;IMPOTEKNO;S;S;SIMPLE;;3/4/2025;PESOS
6952693500548;PARLANTE G BLUETOOTH CON 2 MICROFONOS;;AUDIO;PARLANTES;21;6952693500548;12222,31;12222,31;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
700306605489;NETMAK NM-KB380 TECLADO INALAMBRICO 2.4GHZ + BLUETOOTH;;TECLADOS;INALAMBRICO;10,5;700306605489;16462,81;16462,81;JCK, JUAN;S;S;SIMPLE;;4/4/2025;PESOS
INKDYEYEPL 504;TINTA GLOBAL EPSON T504 AMARILLO 70ML;;INSUMOS DE IMPRESION;TINTAS ALTERNATIVAS EPSON;21;INKDYEYEPL 504, INKDYEYEPL 504;2132,23;2132,23;JCK, JUAN;S;S;SIMPLE;;4/4/2025;PESOS
17822;SMARTBAND C5S BRACELET FITNESS CONTROL DE PASOS PULSACIONES OXIMETRO SUENO CALORIAS CLIMA MODO DEPORTES MENSAJES BLUETOOTH 4.0 90MAH 128X96MPX PANTALLA 0.96 PULGADAS - NO ES TACTIL - NO ES SUMERGIBLE;;RELOJES SMART;SMARTBAND;10,5;17822;11479,34;11479,34;TECNOPRICES;S;S;SIMPLE;;4/4/2025;PESOS
6973037709489;AURICULAR VINCHA LENOVO THINKPLUS TH10 - BLUETOOTH 5.1;;AUDIO;AURICULARES;10,5;6973037709489;24912,17;24912,17;TECNOPRICES;S;S;SIMPLE;;4/4/2025;PESOS
6971664934045;SMARTWATCH HAYLOU SOLAR LITE;;RELOJES SMART;SMARTWATCH;10,5;6971664934045;25497,52;25497,52;TECNOPRICES;S;S;SIMPLE;;4/4/2025;PESOS
6971664935073;SMARTWATCH HAYLOU SOLAR NEO - MODELO HF008;;RELOJES SMART;SMARTWATCH;10,5;6971664935073;25497,52;25497,52;TECNOPRICES;S;S;SIMPLE;;4/4/2025;PESOS
2054;FILAMENTO PLA REPUESTO IMPRESORA LAPIZ 3D;;JUGUETERIA;JUGUETES;21;2054;742,98;742,98;;S;S;SIMPLE;;9/9/2025;PESOS
5055374709818;AURICULAR IN-EAR MOTOROLA BUDS 2S BLANCO;;AUDIO;AURICULARES;21;5055374709818;5081,62;5081,62;ITECOM - XIUN;S;S;SIMPLE;;8/5/2025;PESOS
5055374716236;AURICULARES MOTOROLA INALAMBRICOS BLUETOOTH BUDS 065 BLACK;;AUDIO;AURICULARES;21;5055374716236;26067,09;26067,09;ITECOM - XIUN;S;S;SIMPLE;;8/5/2025;PESOS
751492782249;PENDRIVE 64GB HP V222W MINI NANO METAL USB 2.0;;ALMACENAMIENTO;PENDRIVES;21;751492782249, 4712847094062;5509;5508,8;TECNOPRICES;S;S;SIMPLE;;7/3/2025;PESOS
11628;CONVERSOR RCA H A HDMI H - ADAPTADOR ENTRADA RCA SALIDA HDMI - NO ES BIDIRECCIONAL - CABLE MINIUSB NO INCLUYE TRANSFORMADOR 5V 2A;;CABLES Y ADAPTADORES;AUDIO;10,5;11628;9545;9545;TECNOPRICES;S;S;SIMPLE;;9/9/2025;PESOS
13957;ADAPTADOR PLAYSTATION 2 A HDMI;;CABLES Y ADAPTADORES;HDMI;21;13957;7938;7938;TECNOPRICES;S;S;SIMPLE;;9/9/2025;PESOS
7945;CARGADOR TABLET 5V 2A 2.5X0.7MM PIN FINO TITAN EURO COBY ALTERNATIVO;;CARGADORES;DE PARED;21;7945;4612;4612;TECNOPRICES;S;S;SIMPLE;;9/9/2025;PESOS
1225;CABLE AUXILIAR AUDIO PLUG 3.5 STEREO M/M 3MTS;;CABLES Y ADAPTADORES;AUDIO;21;1225;1118;1118;TECNOPRICES;S;S;SIMPLE;;10/9/2025;PESOS
